feature,mean_positive_shap,mean_abs_shap,mean_signed_shap,positive_rank
Monoglobus_pectinilyticus,0.00010425785251410266,0.00020801938115808932,4.963238701160783e-07,204
Actinomyces_odontolyticus,0.00010147536586644616,0.00022880107199079312,-2.585034025790078e-05,205
Coprobacter_secundus,0.00010091682877590873,0.0002906893666856732,-8.885570913385572e-05,206
Phascolarctobacterium_sp_CAG_266,0.00010052662563008785,0.00016438836292724345,3.666488833293233e-05,207
Bacteroides_clarus,9.575058680650203e-05,0.00037027629223269047,-0.00017877511861968642,208
Streptococcus_mutans,9.521325177544515e-05,0.0002332697146090332,-4.284321105814291e-05,209
Ruminococcus_callidus,8.84187247124009e-05,0.0002455901462565957,-6.875269683179391e-05,210
Bacteroides_sp_CAG_144,8.818454842173722e-05,0.00022837137340039285,-5.200227655691858e-05,211
Clostridium_sp_CAG_167,8.703160194749983e-05,0.00027634442193824973,-0.00010228121804325013,212
Ruminococcaceae_bacterium_D16,8.011246267957425e-05,0.00016413900261372116,-3.914077254572619e-06,213
Haemophilus_sp_HMSC71H05,7.586837451142534e-05,0.00018779507039622182,-3.605832137337129e-05,214
Romboutsia_ilealis,6.495872619452485e-05,0.00020624829522518514,-7.633084283613543e-05,215
Butyrivibrio_crossotus,5.3911516402165366e-05,0.00016942098139032918,-6.15979485859984e-05,216
Firmicutes_bacterium_CAG_238,3.886927070751604e-05,0.00011229148227142996,-3.455294085639783e-05,217
Megasphaera_micronuciformis,3.824478270165494e-05,6.549703178375777e-05,1.0992533619552126e-05,218
Prevotella_sp_CAG_279,1.3918201930774664e-05,0.0001157195404870978,-8.788313662554847e-05,219
Enterococcus_faecalis,4.9301247244052925e-06,7.884748878755738e-06,1.975500570054844e-06,220
Lachnoclostridium_sp_An138,0.0,0.0,0.0,221
